season;time;home;numpen;goaldiff;pendiff;ppgoal;capacity;month;timebetpens;inRow;gf1;ga1;pf1;pa1;gf2;ga2;pf2;pa2
2018-2019;45.2;1;10;-1;-1;0;0;1;4.1;-2;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;54.57;1;11;0;0;0;0;1;9.37;1;3.03;3.42;3.58;4.12;2.83;2.75;4.33;4.17
2018-2019;56.45;0;12;-1;1;1;0;1;1.88;2;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;57.11;1;13;0;0;1;0;1;0.66;-1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;4.09;0;1;1;0;0;0;1;;0;;;;;2.62;3.28;3.85;4.23
2018-2019;8.54;1;2;1;-1;0;0;1;4.45;-1;2.42;2.58;3.13;3.68;2.42;2.58;3.13;3.68
2018-2019;10.13;1;3;1;0;0;0;1;1.59;1;2.62;3.28;3.85;4.23;2.42;2.58;3.13;3.68
2018-2019;21.12;0;4;0;1;1;0;1;10.99;2;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;23.17;1;5;1;0;1;0;1;2.05;-1;2.42;2.58;3.13;3.68;2.42;2.58;3.13;3.68
2018-2019;24.49;1;6;1;1;0;0;1;1.32;1;2.62;3.28;3.85;4.23;2.42;2.58;3.13;3.68
2018-2019;25.33;1;7;1;2;0;0;1;0.84;2;2.62;3.28;3.85;4.23;2.42;2.58;3.13;3.68
2018-2019;37.34;0;8;2;3;0;0;1;12.01;3;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;44.31;0;9;2;2;0;0;1;6.97;-1;2.42;2.58;3.13;3.68;2.62;3.28;3.85;4.23
2018-2019;50.48;0;10;0;1;0;0;1;6.17;-2;2.42;2.58;3.13;3.68;2.62;3.28;3.85;4.23
2018-2019;23.49;1;1;1;0;0;0;1;;0;;;;;2.55;3.10;4.03;3.43
2018-2019;37.48;1;2;0;1;0;0;1;13.99;1;3.03;2.82;2.87;3.80;2.55;3.10;4.03;3.43
2018-2019;37.48;1;3;0;2;0;0;1;0;2;3.03;2.82;2.87;3.80;2.55;3.10;4.03;3.43
2018-2019;37.48;0;4;0;3;0;0;1;0;3;3.03;2.82;2.87;3.80;3.03;2.82;2.87;3.80
2018-2019;11.19;0;1;-2;0;0;0;1;;0;;;;;2.80;2.45;4.18;3.20
2018-2019;14.08;1;2;-1;-1;0;0;1;2.89;-1;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;19.19;1;3;-1;0;0;0;1;5.11;1;2.80;2.45;4.18;3.20;2.82;2.83;3.72;3.62
2018-2019;28.23;0;4;0;1;0;0;1;9.04;2;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;31.18;1;5;0;0;0;0;1;2.95;-1;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;35.43;0;6;1;1;0;0;1;4.25;1;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;53.32;1;7;-1;0;0;0;1;17.89;-1;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;57.33;0;8;-1;1;0;0;1;4.01;1;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;3.38;0;1;-1;0;0;0;1;;0;;;;;3.45;1.68;3.70;3.32
2018-2019;4.13;1;2;-1;-1;0;0;1;0.75;-1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;12.48;0;3;-1;0;0;0;1;8.35;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;29.17;1;4;2;-1;0;0;1;16.69;-1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;36.27;0;5;2;0;0;0;1;7.1;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;41.15;1;6;2;-1;0;0;1;4.88;-1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;44.59;0;7;1;0;1;0;1;3.44;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;50.24;0;8;2;-1;1;0;1;5.65;-1;2.83;2.75;4.33;4.17;3.45;1.68;3.70;3.32
2018-2019;54.35;1;9;3;-2;0;0;1;4.11;-2;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;55.18;0;10;3;-1;0;0;1;0.83;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;55.18;0;11;3;-2;0;0;1;0;-1;2.83;2.75;4.33;4.17;3.45;1.68;3.70;3.32
2018-2019;17.36;1;1;2;0;0;0;1;;0;;;;;2.60;2.70;3.43;3.60
2018-2019;33.1;0;2;4;1;0;0;1;15.74;1;2.95;2.50;3.30;3.12;2.95;2.50;3.30;3.12
2018-2019;43.32;0;3;4;0;0;0;1;10.22;-1;2.60;2.70;3.43;3.60;2.95;2.50;3.30;3.12
2018-2019;10.32;0;1;-2;0;0;0;1;;0;;;;;2.73;2.53;3.28;3.32
2018-2019;18.03;0;2;-1;-1;0;0;1;7.71;-1;3.32;2.57;3.65;3.18;2.73;2.53;3.28;3.32
2018-2019;27.41;1;3;-2;-2;0;0;1;9.38;-2;3.32;2.57;3.65;3.18;3.32;2.57;3.65;3.18
2018-2019;32.53;0;4;-3;-1;1;0;1;5.12;1;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;41.08;0;5;-3;-2;0;0;1;8.55;-1;3.32;2.57;3.65;3.18;2.73;2.53;3.28;3.32
2018-2019;47.58;0;6;-3;-3;0;0;1;6.5;-2;3.32;2.57;3.65;3.18;2.73;2.53;3.28;3.32
2018-2019;53.25;1;7;-3;-4;0;0;1;5.67;-3;3.32;2.57;3.65;3.18;3.32;2.57;3.65;3.18
2018-2019;56.2;0;8;-3;-3;0;0;1;2.95;1;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;59.57;0;9;-3;-4;0;0;1;3.37;-1;3.32;2.57;3.65;3.18;2.73;2.53;3.28;3.32
2018-2019;10.01;1;1;-1;0;0;0;1;;0;;;;;3.03;3.42;3.58;4.12
2018-2019;41.46;1;2;-5;1;0;0;1;31.45;1;1.95;3.32;3.48;3.73;3.03;3.42;3.58;4.12
2018-2019;41.46;1;3;-5;2;0;0;1;0;2;1.95;3.32;3.48;3.73;3.03;3.42;3.58;4.12
2018-2019;49.08;0;4;-5;3;1;0;1;7.62;3;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;55.11;1;5;-5;2;0;0;1;6.03;-1;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;13.14;1;1;-1;0;0;0;2;;0;;;;;2.42;2.58;3.13;3.68
2018-2019;17.21;1;2;-1;1;0;0;2;4.07;1;2.42;2.98;3.37;3.40;2.42;2.58;3.13;3.68
2018-2019;26.3;1;3;-1;2;0;0;2;9.09;2;2.42;2.98;3.37;3.40;2.42;2.58;3.13;3.68
2018-2019;28.33;0;4;-2;3;1;0;2;2.03;3;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;34.26;0;5;-2;2;0;0;2;5.93;-1;2.42;2.58;3.13;3.68;2.42;2.98;3.37;3.40
2018-2019;31.34;1;1;0;0;0;0;2;;0;;;;;3.32;2.57;3.65;3.18
2018-2019;44.3;0;2;1;1;0;0;2;12.96;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;54.22;1;3;1;0;0;0;2;9.92;-1;3.32;2.57;3.65;3.18;3.32;2.57;3.65;3.18
2018-2019;58.35;0;4;1;1;0;0;2;4.13;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;14.56;1;1;0;0;0;0;2;;0;;;;;2.95;2.50;3.30;3.12
2018-2019;23.01;1;2;-1;1;0;0;2;8.45;1;3.03;3.42;3.58;4.12;2.95;2.50;3.30;3.12
2018-2019;25.5;0;5;-2;2;0;0;2;2.49;2;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;31.28;0;6;-2;1;0;0;2;5.78;-1;2.95;2.50;3.30;3.12;3.03;3.42;3.58;4.12
2018-2019;34.26;0;7;-2;0;0;0;2;2.98;-2;2.95;2.50;3.30;3.12;3.03;3.42;3.58;4.12
2018-2019;45.31;0;8;-2;-1;0;0;2;11.05;-3;2.95;2.50;3.30;3.12;3.03;3.42;3.58;4.12
2018-2019;51.15;0;9;-2;-2;0;0;2;5.84;-4;2.95;2.50;3.30;3.12;3.03;3.42;3.58;4.12
2018-2019;6.28;0;1;0;0;0;0;2;;0;;;;;2.82;2.83;3.72;3.62
2018-2019;28.04;0;2;0;-1;0;0;2;21.76;-1;3.03;2.82;2.87;3.80;2.82;2.83;3.72;3.62
2018-2019;31.07;0;3;1;-2;0;0;2;3.03;-2;3.03;2.82;2.87;3.80;2.82;2.83;3.72;3.62
2018-2019;41.26;0;4;2;-3;1;0;2;10.19;-3;3.03;2.82;2.87;3.80;2.82;2.83;3.72;3.62
2018-2019;43.47;0;5;2;-4;0;0;2;2.21;-4;3.03;2.82;2.87;3.80;2.82;2.83;3.72;3.62
2018-2019;55.33;1;6;3;-5;1;0;2;11.86;-5;3.03;2.82;2.87;3.80;3.03;2.82;2.87;3.80
2018-2019;8.46;0;1;0;0;0;0;2;;0;;;;;2.55;3.10;4.03;3.43
2018-2019;16.39;0;2;0;-1;0;0;2;7.93;-1;2.62;3.28;3.85;4.23;2.55;3.10;4.03;3.43
2018-2019;30.02;0;3;-1;-2;0;0;2;13.63;-2;2.62;3.28;3.85;4.23;2.55;3.10;4.03;3.43
2018-2019;37.16;1;4;-1;-3;0;0;2;7.14;-3;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;46.52;0;5;0;-2;0;0;2;9.36;1;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;55.45;1;6;1;-3;1;0;2;8.93;-1;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;59.01;1;7;1;-2;0;0;2;3.56;1;2.55;3.10;4.03;3.43;2.62;3.28;3.85;4.23
2018-2019;2.46;0;1;0;0;0;0;2;;0;;;;;1.95;3.32;3.48;3.73
2018-2019;26.09;0;2;0;-1;0;0;2;23.63;-1;2.73;2.53;3.28;3.32;1.95;3.32;3.48;3.73
2018-2019;29.26;1;3;0;-2;0;0;2;3.17;-2;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;31.59;1;4;0;-1;0;0;2;2.33;1;1.95;3.32;3.48;3.73;2.73;2.53;3.28;3.32
2018-2019;40.35;1;5;0;0;0;0;2;8.76;2;1.95;3.32;3.48;3.73;2.73;2.53;3.28;3.32
2018-2019;48.29;0;6;1;1;0;0;2;7.94;3;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;52.11;1;7;1;0;0;0;2;3.82;-1;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;18.11;0;1;0;0;0;0;2;;0;;;;;3.03;2.82;2.87;3.80
2018-2019;20;1;2;0;-1;0;0;2;1.89;-1;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;26.08;1;3;-1;0;1;0;2;6.08;1;3.03;2.82;2.87;3.80;2.42;2.98;3.37;3.40
2018-2019;26.28;1;4;-1;1;0;0;2;0.2;2;3.03;2.82;2.87;3.80;2.42;2.98;3.37;3.40
2018-2019;31.5;0;5;-2;2;1;0;2;5.22;3;3.03;2.82;2.87;3.80;3.03;2.82;2.87;3.80
2018-2019;38.09;0;6;-2;1;0;0;2;6.59;-1;2.42;2.98;3.37;3.40;3.03;2.82;2.87;3.80
2018-2019;39.12;0;7;-2;0;0;0;2;1.03;-2;2.42;2.98;3.37;3.40;3.03;2.82;2.87;3.80
2018-2019;1.42;1;1;0;0;0;0;2;;0;;;;;2.42;2.58;3.13;3.68
2018-2019;7.53;0;2;0;1;0;0;2;6.11;1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;26.02;0;3;0;0;0;0;2;18.49;-1;2.42;2.58;3.13;3.68;2.83;2.75;4.33;4.17
2018-2019;2.32;0;1;-1;0;0;0;2;;0;;;;;3.32;2.57;3.65;3.18
2018-2019;4.42;0;2;-1;-1;0;0;2;2.1;-1;3.03;3.42;3.58;4.12;3.32;2.57;3.65;3.18
2018-2019;10.13;1;3;-1;-2;0;0;2;5.71;-2;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;13.17;0;4;-1;-1;0;0;2;3.04;1;3.32;2.57;3.65;3.18;3.32;2.57;3.65;3.18
2018-2019;25.16;0;5;1;-2;0;0;2;11.99;-1;3.03;3.42;3.58;4.12;3.32;2.57;3.65;3.18
2018-2019;34.31;0;6;1;-3;0;0;2;9.15;-2;3.03;3.42;3.58;4.12;3.32;2.57;3.65;3.18
2018-2019;38.54;0;7;1;-4;0;0;2;4.23;-3;3.03;3.42;3.58;4.12;3.32;2.57;3.65;3.18
2018-2019;54.08;0;8;0;-5;0;0;2;15.54;-4;3.03;3.42;3.58;4.12;3.32;2.57;3.65;3.18
2018-2019;5.07;0;1;0;0;0;0;2;;0;;;;;2.95;2.50;3.30;3.12
2018-2019;17.16;0;2;-1;-1;0;0;2;12.09;-1;3.45;1.68;3.70;3.32;2.95;2.50;3.30;3.12
2018-2019;45.04;0;3;-1;-2;0;0;2;27.88;-2;3.45;1.68;3.70;3.32;2.95;2.50;3.30;3.12
2018-2019;54.41;0;4;-2;-3;0;0;2;9.37;-3;3.45;1.68;3.70;3.32;2.95;2.50;3.30;3.12
2018-2019;6.39;0;1;0;0;0;0;2;;0;;;;;2.55;3.10;4.03;3.43
2018-2019;7.3;1;2;1;-1;0;0;2;0.91;-1;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;12.29;1;3;2;0;0;0;2;4.99;1;2.55;3.10;4.03;3.43;1.95;3.32;3.48;3.73
2018-2019;23.03;1;4;2;1;0;0;2;10.74;2;2.55;3.10;4.03;3.43;1.95;3.32;3.48;3.73
2018-2019;37.17;0;5;1;2;0;0;2;14.14;3;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;43.18;0;6;1;1;0;0;2;6.01;-1;1.95;3.32;3.48;3.73;2.55;3.10;4.03;3.43
2018-2019;54.48;0;7;1;0;0;0;2;11.3;-2;1.95;3.32;3.48;3.73;2.55;3.10;4.03;3.43
2018-2019;56.47;0;8;2;-1;1;0;2;1.99;-3;1.95;3.32;3.48;3.73;2.55;3.10;4.03;3.43
2018-2019;58.37;1;9;2;-2;0;0;2;1.9;-4;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;6.51;0;1;0;0;0;0;2;;0;;;;;2.62;3.28;3.85;4.23
2018-2019;13.18;0;2;0;-1;0;0;2;6.67;-1;2.80;2.45;4.18;3.20;2.62;3.28;3.85;4.23
2018-2019;14.58;1;3;0;-2;0;0;2;1.4;-2;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;16.56;0;4;0;-1;0;0;2;1.98;1;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;26.37;1;5;1;-2;1;0;2;9.81;-1;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;31.27;1;6;1;-1;0;0;2;4.9;1;2.62;3.28;3.85;4.23;2.80;2.45;4.18;3.20
2018-2019;37.04;1;7;0;0;0;0;2;5.77;2;2.62;3.28;3.85;4.23;2.80;2.45;4.18;3.20
2018-2019;47.04;0;8;0;1;0;0;2;10;3;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;50.38;1;9;0;0;0;0;2;3.34;-1;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;58.02;1;10;-1;1;0;0;2;7.64;1;2.62;3.28;3.85;4.23;2.80;2.45;4.18;3.20
2018-2019;13.52;1;1;1;0;0;0;2;;0;;;;;2.60;2.70;3.43;3.60
2018-2019;23.33;1;2;1;1;0;0;2;9.81;1;2.73;2.53;3.28;3.32;2.60;2.70;3.43;3.60
2018-2019;27.01;1;3;1;2;0;0;2;3.68;2;2.73;2.53;3.28;3.32;2.60;2.70;3.43;3.60
2018-2019;27.22;0;4;1;3;0;0;2;0.21;3;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;27.54;0;5;1;2;0;0;2;0.32;-1;2.60;2.70;3.43;3.60;2.73;2.53;3.28;3.32
2018-2019;40.31;0;6;2;1;1;0;2;12.77;-2;2.60;2.70;3.43;3.60;2.73;2.53;3.28;3.32
2018-2019;52.3;1;7;2;0;0;0;2;11.99;-3;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;10.33;0;1;0;0;0;0;2;;0;;;;;2.83;2.75;4.33;4.17
2018-2019;22.49;0;2;0;-1;0;0;2;12.16;-1;2.60;2.70;3.43;3.60;2.83;2.75;4.33;4.17
2018-2019;26.55;1;3;0;-2;0;0;2;4.06;-2;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;29.59;0;4;-1;-1;1;0;2;3.04;1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;42.34;0;5;-1;-2;0;0;2;12.75;-1;2.60;2.70;3.43;3.60;2.83;2.75;4.33;4.17
2018-2019;5.4;0;1;2;0;0;0;2;;0;;;;;2.80;2.45;4.18;3.20
2018-2019;13.04;1;2;2;-1;0;0;2;7.64;-1;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;16;1;3;2;0;0;0;2;2.96;1;2.80;2.45;4.18;3.20;2.55;3.10;4.03;3.43
2018-2019;26.17;0;4;3;1;0;0;2;10.17;2;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;39.33;1;5;4;0;1;0;2;13.16;-1;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;48.06;1;12;4;1;0;0;2;8.73;1;2.80;2.45;4.18;3.20;2.55;3.10;4.03;3.43
2018-2019;4.03;0;1;0;0;0;0;2;;0;;;;;2.42;2.98;3.37;3.40
2018-2019;12.43;1;2;1;-1;0;0;2;8.4;-1;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;40.15;0;3;0;0;1;0;2;27.72;1;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;57.08;1;4;1;-1;0;0;2;16.93;-1;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;13.52;1;1;-1;0;0;0;2;;0;;;;;2.95;2.50;3.30;3.12
2018-2019;14.34;1;2;-1;1;0;0;2;0.82;1;2.42;2.58;3.13;3.68;2.95;2.50;3.30;3.12
2018-2019;23.46;0;3;-2;2;1;0;2;9.12;2;2.42;2.58;3.13;3.68;2.42;2.58;3.13;3.68
2018-2019;36.23;1;4;-1;1;0;0;2;12.77;-1;2.95;2.50;3.30;3.12;2.95;2.50;3.30;3.12
2018-2019;42.35;1;5;-1;2;0;0;2;6.12;1;2.42;2.58;3.13;3.68;2.95;2.50;3.30;3.12
2018-2019;47.39;0;6;-1;3;0;0;2;5.04;2;2.42;2.58;3.13;3.68;2.42;2.58;3.13;3.68
2018-2019;64.05;0;7;0;2;1;0;2;16.66;-1;2.95;2.50;3.30;3.12;2.42;2.58;3.13;3.68
2018-2019;9.51;0;1;0;0;0;0;2;;0;;;;;3.32;2.57;3.65;3.18
2018-2019;15.19;0;2;-1;-1;0;0;2;5.68;-1;2.82;2.83;3.72;3.62;3.32;2.57;3.65;3.18
2018-2019;25.19;0;3;-2;-2;0;0;2;10;-2;2.82;2.83;3.72;3.62;3.32;2.57;3.65;3.18
2018-2019;29.46;1;4;-1;-3;1;0;2;4.27;-3;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;29.46;0;5;-1;-2;0;0;2;0;1;3.32;2.57;3.65;3.18;3.32;2.57;3.65;3.18
2018-2019;29.46;0;6;-1;-3;0;0;2;0;-1;2.82;2.83;3.72;3.62;3.32;2.57;3.65;3.18
2018-2019;36.26;1;7;0;-4;0;0;2;6.8;-2;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;54.02;1;8;0;-3;0;0;2;17.76;1;3.32;2.57;3.65;3.18;2.82;2.83;3.72;3.62
2018-2019;8.27;0;1;0;0;0;0;2;;0;;;;;3.45;1.68;3.70;3.32
2018-2019;12.13;1;2;1;-1;0;0;2;3.86;-1;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;15.38;0;3;1;0;0;0;2;3.25;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;23.26;0;4;1;-1;1;0;2;7.88;-1;1.95;3.32;3.48;3.73;3.45;1.68;3.70;3.32
2018-2019;23.26;0;5;1;-2;0;0;2;0;-2;1.95;3.32;3.48;3.73;3.45;1.68;3.70;3.32
2018-2019;47.35;1;6;5;-3;0;0;2;24.09;-3;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;50.47;0;7;5;-2;0;0;2;3.12;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;55.55;1;8;5;-3;1;0;2;5.08;-1;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;56.1;0;9;5;-2;0;0;2;0.55;1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;4.2;0;1;0;0;0;0;2;;0;;;;;2.80;2.45;4.18;3.20
2018-2019;11.24;1;2;-1;-1;0;0;2;7.04;-1;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
2018-2019;17.01;1;3;-1;0;0;0;2;5.77;1;2.80;2.45;4.18;3.20;3.03;3.42;3.58;4.12
2018-2019;23.04;0;4;-1;1;0;0;2;6.03;2;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;37.17;0;5;-1;0;0;0;2;14.13;-1;3.03;3.42;3.58;4.12;2.80;2.45;4.18;3.20
2018-2019;57.54;0;6;-3;-1;0;0;2;20.37;-2;3.03;3.42;3.58;4.12;2.80;2.45;4.18;3.20
2018-2019;8.45;1;1;1;0;0;0;2;;0;;;;;2.42;2.98;3.37;3.40
2018-2019;16.58;0;2;1;1;0;0;2;8.13;1;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;24.37;0;3;1;0;0;0;2;7.79;-1;2.42;2.98;3.37;3.40;2.82;2.83;3.72;3.62
2018-2019;27.54;0;4;1;-1;0;0;2;3.17;-2;2.42;2.98;3.37;3.40;2.82;2.83;3.72;3.62
2018-2019;31.26;1;5;1;-2;0;0;2;3.72;-3;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;39.17;0;6;1;-1;0;0;2;7.91;1;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;45.17;1;7;1;-2;0;0;2;6;-1;2.42;2.98;3.37;3.40;2.42;2.98;3.37;3.40
2018-2019;45.17;1;8;1;-1;0;0;2;0;1;2.82;2.83;3.72;3.62;2.42;2.98;3.37;3.40
2018-2019;53.5;0;9;1;0;0;0;2;8.33;2;2.82;2.83;3.72;3.62;2.82;2.83;3.72;3.62
2018-2019;18.1;0;1;-1;0;0;0;2;;0;;;;;2.55;3.10;4.03;3.43
2018-2019;19.36;0;2;-1;-1;0;0;2;1.26;-1;2.60;2.70;3.43;3.60;2.55;3.10;4.03;3.43
2018-2019;26.13;1;3;1;-2;1;0;2;6.77;-2;2.60;2.70;3.43;3.60;2.60;2.70;3.43;3.60
2018-2019;34.41;1;4;1;-1;0;0;2;8.28;1;2.55;3.10;4.03;3.43;2.60;2.70;3.43;3.60
2018-2019;63.06;0;5;0;0;0;0;2;28.65;2;2.55;3.10;4.03;3.43;2.55;3.10;4.03;3.43
2018-2019;7.16;0;1;0;0;0;0;2;;0;;;;;2.62;3.28;3.85;4.23
2018-2019;7.16;0;2;0;-1;0;0;2;0;-1;2.83;2.75;4.33;4.17;2.62;3.28;3.85;4.23
2018-2019;10.17;0;3;0;-2;0;0;2;3.01;-2;2.83;2.75;4.33;4.17;2.62;3.28;3.85;4.23
2018-2019;13.13;0;4;1;-3;1;0;2;2.96;-3;2.83;2.75;4.33;4.17;2.62;3.28;3.85;4.23
2018-2019;25.17;1;5;1;-4;0;0;2;12.04;-4;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;35.46;1;6;1;-3;0;0;2;10.29;1;2.62;3.28;3.85;4.23;2.83;2.75;4.33;4.17
2018-2019;42.51;1;7;0;-2;0;0;2;7.05;2;2.62;3.28;3.85;4.23;2.83;2.75;4.33;4.17
2018-2019;46.01;0;8;-1;-1;1;0;2;3.5;3;2.62;3.28;3.85;4.23;2.62;3.28;3.85;4.23
2018-2019;57.4;0;9;-2;-2;0;0;2;11.39;-1;2.83;2.75;4.33;4.17;2.62;3.28;3.85;4.23
2018-2019;5.08;1;1;-2;0;0;0;2;;0;;;;;3.32;2.57;3.65;3.18
2018-2019;10.55;1;2;-2;1;0;0;2;5.47;1;1.95;3.32;3.48;3.73;3.32;2.57;3.65;3.18
2018-2019;15.18;0;3;-2;2;0;0;2;4.63;2;1.95;3.32;3.48;3.73;1.95;3.32;3.48;3.73
2018-2019;39.07;0;4;-3;1;0;0;2;23.89;-1;3.32;2.57;3.65;3.18;1.95;3.32;3.48;3.73
2018-2019;43.11;0;5;-3;0;0;0;2;4.04;-2;3.32;2.57;3.65;3.18;1.95;3.32;3.48;3.73
2018-2019;8.29;0;1;0;0;0;0;2;;0;;;;;3.03;2.82;2.87;3.80
2018-2019;17.19;0;2;0;-1;0;0;2;8.9;-1;2.73;2.53;3.28;3.32;3.03;2.82;2.87;3.80
2018-2019;44.18;1;3;1;-2;0;0;2;26.99;-2;2.73;2.53;3.28;3.32;2.73;2.53;3.28;3.32
2018-2019;53.23;1;4;1;-1;0;0;2;9.05;1;3.03;2.82;2.87;3.80;2.73;2.53;3.28;3.32
2018-2019;18.03;0;1;0;0;0;0;2;;0;;;;;2.42;2.58;3.13;3.68
2018-2019;43.15;1;2;-1;-1;0;0;2;25.12;-1;3.45;1.68;3.70;3.32;3.45;1.68;3.70;3.32
2018-2019;48.07;1;3;-1;0;0;0;2;4.92;1;2.42;2.58;3.13;3.68;3.45;1.68;3.70;3.32
2018-2019;59.33;0;4;-1;1;0;0;2;11.26;2;2.42;2.58;3.13;3.68;2.42;2.58;3.13;3.68
2018-2019;10.02;1;1;0;0;0;0;2;;0;;;;;2.80;2.45;4.18;3.20
2018-2019;19.26;0;2;0;1;0;0;2;9.24;1;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;29.11;0;3;-1;0;0;0;2;9.85;-1;2.80;2.45;4.18;3.20;2.83;2.75;4.33;4.17
2018-2019;34.13;0;4;-1;-1;0;0;2;5.02;-2;2.80;2.45;4.18;3.20;2.83;2.75;4.33;4.17
2018-2019;46.17;1;5;-1;-2;0;0;2;12.04;-3;2.80;2.45;4.18;3.20;2.80;2.45;4.18;3.20
2018-2019;52.39;1;6;-1;-1;0;0;2;6.22;1;2.83;2.75;4.33;4.17;2.80;2.45;4.18;3.20
2018-2019;54.06;0;7;-2;0;1;0;2;1.67;2;2.83;2.75;4.33;4.17;2.83;2.75;4.33;4.17
2018-2019;3.01;1;1;0;0;0;0;2;;0;;;;;2.82;2.83;3.72;3.62
2018-2019;7.1;0;2;1;1;0;0;2;4.09;1;3.03;3.42;3.58;4.12;3.03;3.42;3.58;4.12
